source,target,x1
141,3.02,84
141,2.98,120
141,3.35,240
141,3.13,360
142,0.88,1
142,1.07,2
142,1.26,3
142,1.74,6
142,2.23,12
142,2.73,24
142,2.94,36
142,3.03,60
142,3.07,84
142,3.04,120
142,3.41,240
142,3.19,360
143,0.87,1
143,1.05,2
143,1.21,3
143,1.68,6
143,2.18,12
143,2.66,24
143,2.87,36
143,2.95,60
143,2.99,84
143,2.96,120
143,3.33,240
143,3.11,360
144,0.85,1
144,1.05,2
144,1.17,3
144,1.64,6
144,2.15,12
144,2.65,24
144,2.83,36
144,2.92,60
144,2.95,84
144,2.92,120
144,3.3,240
144,3.09,360
145,0.77,1
145,0.9,2
145,1.15,3
145,1.63,6
145,2.16,12
145,2.66,24
145,2.84,36
145,2.94,60
145,2.98,84
145,2.94,120
145,3.31,240
145,3.09,360
146,0.73,1
146,0.89,2
146,1.16,3
146,1.64,6
146,2.08,12
146,2.53,24
146,2.71,36
146,2.81,60
146,2.87,84
146,2.85,120
146,3.28,240
146,3.07,360
147,0.69,1
147,0.91,2
147,1.08,3
147,1.54,6
147,2.01,12
147,2.47,24
147,2.64,36
147,2.71,60
147,2.76,84
147,2.74,120
147,3.16,240
147,2.97,360
148,0.71,1
148,0.9,2
148,1.07,3
148,1.52,6
148,1.99,12
148,2.46,24
148,2.63,36
148,2.7,60
148,2.75,84
148,2.75,120
148,3.18,240
148,2.99,360
149,0.58,1
149,0.88,2
149,1.06,3
149,1.52,6
149,2.01,12
149,2.48,24
149,2.63,36
149,2.71,60
149,2.76,84
149,2.75,120
149,3.14,240
149,2.97,360
150,0.55,1
150,0.88,2
150,1.06,3
150,1.53,6
150,2.02,12
150,2.5,24
150,2.66,36
150,2.76,60
150,2.8,84
150,2.76,120
150,3.16,240
150,2.98,360
151,0.55,1
151,0.9,2
151,1.07,3
151,1.57,6
151,2.09,12
151,2.65,24
151,2.8,36
151,2.88,60
151,2.9,84
151,2.86,120
151,3.26,240
151,3.08,360
152,0.63,1
152,0.87,2
152,1.03,3
152,1.51,6
152,2.07,12
152,2.6,24
152,2.73,36
152,2.8,60
152,2.82,84
152,2.78,120
152,3.17,240
152,2.99,360
153,0.65,1
153,0.91,2
153,1.05,3
153,1.52,6
153,2.11,12
153,2.63,24
153,2.78,36
153,2.84,60
153,2.87,84
153,2.84,120
153,3.24,240
153,3.05,360
154,0.56,1
154,0.85,2
154,1.03,3
154,1.56,6
154,2.16,12
154,2.68,24
154,2.84,36
154,2.89,60
154,2.91,84
154,2.89,120
154,3.24,240
154,3.07,360
155,0.61,1
155,0.85,2
155,1.06,3
155,1.57,6
155,2.16,12
155,2.71,24
155,2.89,36
155,2.96,60
155,3,84
155,2.98,120
155,3.36,240
155,3.17,360
156,0.64,1
156,0.85,2
156,1.07,3
156,1.54,6
156,2.07,12
156,2.58,24
156,2.75,36
156,2.83,60
156,2.89,84
156,2.88,120
156,3.3,240
156,3.09,360
157,0.67,1
157,0.79,2
157,1.03,3
157,1.47,6
157,2.04,12
157,2.61,24
157,2.79,36
157,2.89,60
157,2.95,84
157,2.93,120
157,3.32,240
157,3.1,360
158,0.61,1
158,0.77,2
158,0.96,3
158,1.44,6
158,1.96,12
158,2.56,24
158,2.73,36
158,2.81,60
158,2.86,84
158,2.84,120
158,3.22,240
158,3,360
159,0.59,1
159,0.77,2
159,0.91,3
159,1.43,6
159,1.99,12
159,2.66,24
159,2.81,36
159,2.89,60
159,2.94,84
159,2.91,120
159,3.25,240
159,3.05,360
160,0.57,1
160,0.75,2
160,0.89,3
160,1.44,6
160,2.01,12
160,2.62,24
160,2.81,36
160,2.91,60
160,2.99,84
160,2.99,120
160,3.31,240
160,3.12,360
161,0.51,1
161,0.73,2
161,0.92,3
161,1.43,6
161,1.99,12
161,2.61,24
161,2.81,36
161,2.95,60
161,3.04,84
161,3.05,120
161,3.38,240
161,3.19,360
162,0.48,1
162,0.72,2
162,0.85,3
162,1.41,6
162,2.08,12
162,2.72,24
162,2.94,36
162,3.06,60
162,3.13,84
162,3.12,120
162,3.43,240
162,3.23,360
163,0.49,1
163,0.71,2
163,0.85,3
163,1.37,6
163,2.08,12
163,2.71,24
163,2.91,36
163,3.01,60
163,3.07,84
163,3.05,120
163,3.35,240
163,3.15,360
164,0.49,1
164,0.74,2
164,0.89,3
164,1.44,6
164,2.07,12
164,2.66,24
164,2.85,36
164,2.93,60
164,2.97,84
164,2.93,120
164,3.21,240
164,3.01,360
165,0.48,1
165,0.77,2
165,0.91,3
165,1.45,6
165,2.16,12
165,2.78,24
165,2.95,36
165,3.01,60
165,3.03,84
165,2.97,120
165,3.21,240
165,3.03,360
166,0.41,1
166,0.71,2
166,0.9,3
166,1.49,6
166,2.1,12
166,2.73,24
166,2.93,36
166,3.01,60
166,3.04,84
166,2.99,120
166,3.26,240
166,3.07,360
167,0.37,1
167,0.73,2
167,0.85,3
167,1.41,6
167,2.1,12
167,2.7,24
167,2.87,36
167,2.92,60
167,2.94,84
167,2.89,120
167,3.14,240
167,2.96,360
168,0.37,1
168,0.71,2
168,0.82,3
168,1.38,6
168,2.04,12
168,2.63,24
168,2.8,36
168,2.86,60
168,2.88,84
168,2.85,120
168,3.1,240
168,2.92,360
169,0.37,1
169,0.63,2
169,0.82,3
169,1.39,6
169,1.97,12
169,2.58,24
169,2.75,36
169,2.81,60
169,2.84,84
169,2.82,120
169,3.08,240
169,2.91,360
170,0.38,1
170,0.61,2
170,0.83,3
170,1.4,6
170,1.99,12
170,2.54,24
170,2.72,36
170,2.79,60
170,2.8,84
170,2.77,120
170,3.03,240
170,2.86,360
171,0.4,1
171,0.61,2
171,0.91,3
171,1.42,6
171,2.03,12
171,2.63,24
171,2.79,36
171,2.84,60
171,2.85,84
171,2.81,120
171,3.06,240
171,2.88,360
172,0.46,1
172,0.64,2
172,0.83,3
172,1.34,6
172,2.06,12
172,2.72,24
172,2.88,36
172,2.94,60
172,2.95,84
172,2.9,120
172,3.14,240
172,2.95,360
173,0.5,1
173,0.65,2
173,0.83,3
173,1.32,6
173,2.01,12
173,2.68,24
173,2.87,36
173,2.96,60
173,2.96,84
173,2.9,120
173,3.12,240
173,2.94,360
174,0.35,1
174,0.56,2
174,0.82,3
174,1.29,6
174,1.93,12
174,2.6,24
174,2.79,36
174,2.87,60
174,2.88,84
174,2.85,120
174,3.08,240
174,2.9,360
175,0.37,1
175,0.58,2
175,0.81,3
175,1.28,6
175,1.94,12
175,2.61,24
175,2.81,36
175,2.91,60
175,2.95,84
175,2.93,120
175,3.19,240
175,3.01,360
176,0.38,1
176,0.6,2
176,0.81,3
176,1.27,6
176,1.84,12
176,2.46,24
176,2.68,36
176,2.79,60
176,2.85,84
176,2.85,120
176,3.12,240
176,2.95,360
177,0.37,1
177,0.57,2
177,0.79,3
177,1.25,6
177,1.84,12
177,2.47,24
177,2.67,36
177,2.79,60
177,2.84,84
177,2.83,120
177,3.09,240
177,2.92,360
178,0.26,1
178,0.52,2
178,0.75,3
178,1.2,6
178,1.78,12
178,2.37,24
178,2.57,36
178,2.66,60
178,2.71,84
178,2.7,120
178,2.97,240
178,2.81,360
179,0.21,1
179,0.52,2
179,0.74,3
179,1.2,6
179,1.77,12
179,2.39,24
179,2.58,36
179,2.66,60
179,2.73,84
179,2.72,120
179,2.99,240
179,2.82,360
180,0.22,1
180,0.54,2
180,0.77,3
180,1.23,6
180,1.85,12
180,2.5,24
180,2.73,36
180,2.79,60
180,2.84,84
180,2.79,120
180,3.02,240
180,2.84,360
181,0.2,1
181,0.49,2
181,0.7,3
181,1.19,6
181,1.81,12
181,2.53,24
181,2.73,36
181,2.76,60
181,2.79,84
181,2.72,120
181,2.94,240
181,2.76,360
182,0.21,1
182,0.5,2
182,0.68,3
182,1.15,6
182,1.78,12
182,2.47,24
182,2.66,36
182,2.7,60
182,2.73,84
182,2.66,120
182,2.87,240
182,2.69,360
183,0.21,1
183,0.44,2
183,0.67,3
183,1.15,6
183,1.79,12
183,2.5,24
183,2.67,36
183,2.7,60
183,2.69,84
183,2.61,120
183,2.81,240
183,2.63,360
184,0.18,1
184,0.42,2
184,0.65,3
184,1.13,6
184,1.77,12
184,2.51,24
184,2.69,36
184,2.69,60
184,2.65,84
184,2.54,120
184,2.74,240
184,2.57,360
185,0.18,1
185,0.42,2
185,0.66,3
185,1.14,6
185,1.72,12
185,2.43,24
185,2.61,36
185,2.56,60
185,2.52,84
185,2.42,120
185,2.64,240
185,2.48,360
186,0.15,1
186,0.37,2
186,0.53,3
186,1.09,6
186,1.72,12
186,2.44,24
186,2.61,36
186,2.55,60
186,2.5,84
186,2.39,120
186,2.6,240
186,2.44,360
187,0.17,1
187,0.35,2
187,0.52,3
187,1.06,6
187,1.63,12
187,2.28,24
187,2.45,36
187,2.42,60
187,2.4,84
187,2.32,120
187,2.59,240
187,2.44,360
188,0.16,1
188,0.33,2
188,0.55,3
188,1.04,6
188,1.64,12
188,2.31,24
188,2.49,36
188,2.44,60
188,2.43,84
188,2.35,120
188,2.63,240
188,2.48,360
189,0.18,1
189,0.34,2
189,0.55,3
189,1.06,6
189,1.67,12
189,2.35,24
189,2.54,36
189,2.49,60
189,2.5,84
189,2.41,120
189,2.68,240
189,2.53,360
190,0.19,1
190,0.36,2
190,0.59,3
190,1.08,6
190,1.69,12
190,2.35,24
190,2.55,36
190,2.54,60
190,2.55,84
190,2.46,120
190,2.72,240
190,2.57,360
191,0.17,1
191,0.32,2
191,0.55,3
191,1.01,6
191,1.67,12
191,2.3,24
191,2.51,36
191,2.55,60
191,2.56,84
191,2.48,120
191,2.74,240
191,2.6,360
192,0.16,1
192,0.31,2
192,0.52,3
192,0.96,6
192,1.55,12
192,2.13,24
192,2.35,36
192,2.37,60
192,2.39,84
192,2.34,120
192,2.63,240
192,2.51,360
193,0.15,1
193,0.27,2
193,0.5,3
193,0.93,6
193,1.52,12
193,2.13,24
193,2.32,36
193,2.34,60
193,2.37,84
193,2.32,120
193,2.65,240
193,2.52,360
194,0.2,1
194,0.3,2
194,0.51,3
194,0.96,6
194,1.59,12
194,2.18,24
194,2.38,36
194,2.39,60
194,2.42,84
194,2.38,120
194,2.71,240
194,2.6,360
195,0.22,1
195,0.33,2
195,0.54,3
195,0.95,6
195,1.4,12
195,2.14,24
195,2.34,36
195,2.33,60
195,2.36,84
195,2.32,120
195,2.67,240
195,2.55,360
196,0.19,1
196,0.28,2
196,0.42,3
196,0.83,6
196,1.29,12
196,1.97,24
196,2.15,36
196,2.14,60
196,2.17,84
196,2.14,120
196,2.53,240
196,2.42,360
197,0.2,1
197,0.3,2
197,0.4,3
197,0.81,6
197,1.3,12
197,1.94,24
197,2.14,36
197,2.17,60
197,2.22,84
197,2.2,120
197,2.6,240
197,2.5,360
198,0.24,1
198,0.3,2
198,0.44,3
198,0.86,6
198,1.35,12
198,1.95,24
198,2.14,36
198,2.18,60
198,2.22,84
198,2.19,120
198,2.56,240
198,2.46,360
199,0.22,1
199,0.31,2
199,0.46,3
199,0.86,6
199,1.28,12
199,1.85,24
199,2.04,36
199,2.1,60
199,2.16,84
199,2.15,120
199,2.57,240
199,2.49,360
200,0.23,1
200,0.32,2
200,0.45,3
200,0.86,6
200,1.28,12
200,1.87,24
200,2.04,36
200,2.1,60
200,2.16,84
200,2.14,120
200,2.56,240
200,2.47,360
201,0.17,1
201,0.28,2
201,0.4,3
201,0.78,6
201,1.22,12
201,1.75,24
201,1.91,36
201,1.96,60
201,2.01,84
201,2,120
201,2.45,240
201,2.36,360
202,0.19,1
202,0.28,2
202,0.39,3
202,0.75,6
202,1.19,12
202,1.72,24
202,1.88,36
202,1.92,60
202,1.98,84
202,1.98,120
202,2.45,240
202,2.38,360
203,0.18,1
203,0.26,2
203,0.38,3
203,0.75,6
203,1.15,12
203,1.68,24
203,1.83,36
203,1.87,60
203,1.92,84
203,1.94,120
203,2.38,240
203,2.29,360
204,0.16,1
204,0.24,2
204,0.36,3
204,0.72,6
204,1.12,12
204,1.63,24
204,1.78,36
204,1.8,60
204,1.85,84
204,1.86,120
204,2.34,240
204,2.24,360
205,0.17,1
205,0.23,2
205,0.38,3
205,0.75,6
205,1.07,12
205,1.55,24
205,1.68,36
205,1.71,60
205,1.77,84
205,1.78,120
205,2.29,240
205,2.19,360
206,0.15,1
206,0.21,2
206,0.34,3
206,0.69,6
206,1.05,12
206,1.5,24
206,1.62,36
206,1.65,60
206,1.7,84
206,1.74,120
206,2.23,240
206,2.16,360
207,0.19,1
207,0.25,2
207,0.38,3
207,0.69,6
207,1.08,12
207,1.53,24
207,1.69,36
207,1.74,60
207,1.82,84
207,1.86,120
207,2.32,240
207,2.24,360
208,0.13,1
208,0.24,2
208,0.34,3
208,0.68,6
208,1.06,12
208,1.5,24
208,1.67,36
208,1.74,60
208,1.83,84
208,1.86,120
208,2.32,240
208,2.24,360
209,0.11,1
209,0.21,2
209,0.32,3
209,0.6,6
209,0.91,12
209,1.31,24
209,1.47,36
209,1.56,60
209,1.67,84
209,1.72,120
209,2.19,240
209,2.11,360
210,0.06,1
210,0.2,2
210,0.35,3
210,0.69,6
210,1.01,12
210,1.44,24
210,1.62,36
210,1.71,60
210,1.81,84
210,1.83,120
210,2.25,240
210,2.17,360
211,0.03,1
211,0.2,2
211,0.33,3
211,0.71,6
211,1.13,12
211,1.55,24
211,1.76,36
211,1.86,60
211,1.96,84
211,1.97,120
211,2.37,240
211,2.29,360
212,0.05,1
212,0.18,2
212,0.32,3
212,0.65,6
212,1.08,12
212,1.54,24
212,1.73,36
212,1.84,60
212,1.94,84
212,1.96,120
212,2.36,240
212,2.28,360
213,0.02,1
213,0.2,2
213,0.34,3
213,0.74,6
213,1.16,12
213,1.58,24
213,1.78,36
213,1.89,60
213,1.98,84
213,1.99,120
213,2.36,240
213,2.29,360
214,0.03,1
214,0.2,2
214,0.37,3
214,0.73,6
214,1.17,12
214,1.56,24
214,1.74,36
214,1.85,60
214,1.93,84
214,1.94,120
214,2.31,240
214,2.24,360
215,0.03,1
215,0.19,2
215,0.35,3
215,0.65,6
215,1.03,12
215,1.47,24
215,1.68,36
215,1.82,60
215,1.9,84
215,1.92,120
215,2.3,240
215,2.24,360
216,0.06,1
216,0.23,2
216,0.36,3
216,0.65,6
216,1.05,12
216,1.49,24
216,1.7,36
216,1.85,60
216,1.94,84
216,1.97,120
216,2.35,240
216,2.31,360
217,0.03,1
217,0.17,2
217,0.38,3
217,0.67,6
217,1.09,12
217,1.52,24
217,1.75,36
217,1.9,60
217,2,84
217,2.03,120
217,2.39,240
217,2.34,360
218,0.02,1
218,0.19,2
218,0.4,3
218,0.72,6
218,1.11,12
218,1.58,24
218,1.8,36
218,1.94,60
218,2.03,84
218,2.05,120
218,2.42,240
218,2.37,360
219,0.03,1
219,0.25,2
219,0.43,3
219,0.76,6
219,1.13,12
219,1.58,24
219,1.8,36
219,1.9,60
219,1.98,84
219,1.98,120
219,2.35,240
219,2.29,360
220,0.03,1
220,0.22,2
220,0.36,3
220,0.71,6
220,1.07,12
220,1.5,24
220,1.71,36
220,1.84,60
220,1.92,84
220,1.92,120
220,2.3,240
220,2.24,360
221,0.05,1
221,0.31,2
221,0.4,3
221,0.74,6
221,1.14,12
221,1.61,24
221,1.82,36
221,1.96,60
221,2.03,84
221,2.03,120
221,2.37,240
221,2.3,360
222,0.04,1
222,0.15,2
222,0.26,3
222,0.57,6
222,0.91,12
222,1.36,24
222,1.61,36
222,1.82,60
222,1.92,84
222,1.94,120
222,2.31,240
222,2.25,360
223,0.03,1
223,0.14,2
223,0.25,3
223,0.59,6
223,0.91,12
223,1.35,24
223,1.59,36
223,1.81,60
223,1.93,84
223,1.96,120
223,2.31,240
223,2.25,360
224,0.03,1
224,0.14,2
224,0.27,3
224,0.58,6
224,0.88,12
224,1.3,24
224,1.54,36
224,1.76,60
224,1.88,84
224,1.92,120
224,2.28,240
224,2.22,360
225,0.05,1
225,0.12,2
225,0.23,3
225,0.56,6
225,0.89,12
225,1.31,24
225,1.55,36
225,1.78,60
225,1.9,84
225,1.93,120
225,2.29,240
225,2.23,360
226,0.03,1
226,0.15,2
226,0.2,3
226,0.48,6
226,0.78,12
226,1.19,24
226,1.42,36
226,1.66,60
226,1.78,84
226,1.82,120
226,2.2,240
226,2.14,360
227,0.04,1
227,0.1,2
227,0.19,3
227,0.45,6
227,0.76,12
227,1.16,24
227,1.38,36
227,1.6,60
227,1.74,84
227,1.78,120
227,2.17,240
227,2.11,360
228,0.04,1
228,0.1,2
228,0.19,3
228,0.48,6
228,0.78,12
228,1.18,24
228,1.39,36
228,1.63,60
228,1.76,84
228,1.81,120
228,2.19,240
228,2.12,360
229,0.03,1
229,0.13,2
229,0.22,3
229,0.49,6
229,0.78,12
229,1.18,24
229,1.39,36
229,1.62,60
229,1.75,84
229,1.79,120
229,2.17,240
229,2.11,360
230,0.04,1
230,0.1,2
230,0.19,3
230,0.43,6
230,0.75,12
230,1.15,24
230,1.38,36
230,1.61,60
230,1.74,84
230,1.78,120
230,2.14,240
230,2.07,360
231,0.04,1
231,0.14,2
231,0.2,3
231,0.43,6
231,0.75,12
231,1.18,24
231,1.43,36
231,1.66,60
231,1.78,84
231,1.81,120
231,2.17,240
231,2.09,360
232,0.06,1
232,0.11,2
232,0.19,3
232,0.4,6
232,0.7,12
232,1.13,24
232,1.39,36
232,1.66,60
232,1.81,84
232,1.85,120
232,2.22,240
232,2.16,360
233,0.05,1
233,0.09,2
233,0.19,3
233,0.39,6
233,0.65,12
233,1.02,24
233,1.28,36
233,1.56,60
233,1.73,84
233,1.78,120
233,2.18,240
233,2.12,360
234,0.05,1
234,0.09,2
234,0.19,3
234,0.39,6
234,0.58,12
234,0.99,24
234,1.25,36
234,1.53,60
234,1.69,84
234,1.75,120
234,2.15,240
234,2.1,360
235,0.05,1
235,0.08,2
235,0.17,3
235,0.35,6
235,0.58,12
235,1.01,24
235,1.28,36
235,1.54,60
235,1.7,84
235,1.75,120
235,2.13,240
235,2.07,360
236,0.05,1
236,0.09,2
236,0.17,3
236,0.36,6
236,0.6,12
236,1.08,24
236,1.34,36
236,1.62,60
236,1.77,84
236,1.83,120
236,2.19,240
236,2.14,360
237,0.05,1
237,0.06,2
237,0.17,3
237,0.36,6
237,0.57,12
237,1.04,24
237,1.33,36
237,1.62,60
237,1.78,84
237,1.83,120
237,2.2,240
237,2.14,360
238,0.05,1
238,0.06,2
238,0.16,3
238,0.37,6
238,0.58,12
238,1.06,24
238,1.35,36
238,1.65,60
238,1.82,84
238,1.87,120
238,2.24,240
238,2.18,360
239,0.05,1
239,0.05,2
239,0.13,3
239,0.3,6
239,0.51,12
239,0.99,24
239,1.26,36
239,1.55,60
239,1.72,84
239,1.78,120
239,2.18,240
239,2.12,360
240,0.05,1
240,0.05,2
240,0.12,3
240,0.28,6
240,0.47,12
240,0.91,24
240,1.18,36
240,1.47,60
240,1.64,84
240,1.7,120
240,2.1,240
240,2.05,360
241,0.04,1
241,0.06,2
241,0.12,3
241,0.27,6
241,0.48,12
241,0.92,24
241,1.21,36
241,1.5,60
241,1.67,84
241,1.74,120
241,2.13,240
241,2.08,360
242,0.04,1
242,0.05,2
242,0.11,3
242,0.28,6
242,0.46,12
242,0.9,24
242,1.22,36
242,1.51,60
242,1.69,84
242,1.75,120
242,2.13,240
242,2.08,360
243,0.05,1
243,0.06,2
243,0.13,3
243,0.28,6
243,0.46,12
243,0.92,24
243,1.21,36
243,1.53,60
243,1.71,84
243,1.78,120
243,2.15,240
243,2.11,360
244,0.05,1
244,0.05,2
244,0.1,3
244,0.24,6
244,0.43,12
244,0.87,24
244,1.17,36
244,1.5,60
244,1.69,84
244,1.76,120
244,2.15,240
244,2.11,360
245,0.04,1
245,0.05,2
245,0.1,3
245,0.23,6
245,0.45,12
245,0.88,24
245,1.15,36
245,1.47,60
245,1.66,84
245,1.73,120
245,2.12,240
245,2.09,360
246,0.05,1
246,0.06,2
246,0.09,3
246,0.22,6
246,0.41,12
246,0.83,24
246,1.1,36
246,1.43,60
246,1.62,84
246,1.71,120
246,2.12,240
246,2.09,360
247,0.06,1
247,0.05,2
247,0.08,3
247,0.22,6
247,0.38,12
247,0.77,24
247,1.02,36
247,1.37,60
247,1.57,84
247,1.66,120
247,2.1,240
247,2.07,360
248,0.05,1
248,0.06,2
248,0.08,3
248,0.22,6
248,0.4,12
248,0.78,24
248,1.04,36
248,1.37,60
248,1.55,84
248,1.63,120
248,2.05,240
248,2.01,360
